year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
2014,550000,11500,Diesel,Individual,Manual,First Owner,15.0,2523 CC,63.0,180Nm@ 1440-1500rpm,9.0
2013,370000,120000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,113.7Nm@ 4000rpm,5.0
2006,95000,100000,Petrol,Individual,Automatic,Second Owner,,,,,
2015,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2489 CC,93.0,218Nm@ 1400-2600rpm,9.0
2012,550000,120000,Petrol,Individual,Manual,First Owner,16.0,1497 CC,116.0,146Nm@ 4800rpm,5.0
2010,225000,100000,Diesel,Individual,Manual,Second Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2004,40000,57000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2016,280000,60000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2017,570000,44077,Petrol,Dealer,Automatic,First Owner,17.0,1499 CC,110.0,136Nm@ 4250rpm,5.0
2017,290000,90000,Petrol,Individual,Manual,Second Owner,24.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2018,720000,50000,Diesel,Individual,Manual,Second Owner,21.0,1396 CC,88.0,219.66nm@ 1500-2750rpm,5.0
2017,800000,60000,Diesel,Individual,Manual,First Owner,22.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2012,265000,20000,Petrol,Individual,Manual,Third Owner,19.0,1086 CC,68.0,99.04Nm@ 4500rpm,5.0
2010,135000,90000,Petrol,Individual,Manual,Third Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2016,350000,70000,Diesel,Individual,Manual,Second Owner,25.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2008,200000,80000,Petrol,Individual,Manual,Second Owner,,,,,
2016,490000,80000,Diesel,Individual,Manual,First Owner,18.0,1248 CC,73.0,172.5Nm@ 1750rpm,8.0
2012,450000,72000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2016,950000,50000,Diesel,Individual,Manual,First Owner,15.0,1997 CC,120.0,280Nm@ 1800-2800rpm,7.0
2012,355000,90000,Petrol,Individual,Manual,Second Owner,17.0,1298 CC,85.0,114Nm@ 4000rpm,5.0
2019,700000,17000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,114.73nm@ 4000rpm,5.0
2012,459999,70000,Diesel,Individual,Manual,First Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,8.0
2012,350000,74000,Diesel,Individual,Manual,Second Owner,22.0,1199 CC,73.0,180Nm@ 2000rpm,5.0
2006,85000,60000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2016,290000,15000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2019,1000000,72000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2008,85000,25000,Petrol,Individual,Manual,Second Owner,16.0,1193 CC,64.0,99.8Nm@ 2700rpm,5.0
2003,65000,114000,Petrol,Individual,Manual,First Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2005,75000,120000,Petrol,Individual,Manual,First Owner,13.0,1493 CC,100.0,13.1kgm@ 4600rpm,5.0
2003,100000,250000,Diesel,Individual,Manual,Second Owner,18.0,1896 CC,66.0,210 / 1900,5.0
2009,170000,55768,Diesel,Individual,Manual,First Owner,17.0,1405 CC,71.0,135Nm@ 2500rpm,5.0
2017,525000,40000,Petrol,Individual,Automatic,First Owner,18.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2020,265000,70000,Petrol,Individual,Manual,Second Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,459999,50000,Petrol,Individual,Manual,First Owner,20.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2017,250000,20000,Petrol,Individual,Manual,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2013,395000,70000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2014,375000,60000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2009,120000,120000,Diesel,Individual,Manual,First Owner,17.0,1405 CC,71.0,135 Nm at 2500  rpm ,5.0
2011,290000,110000,Diesel,Individual,Manual,Second Owner,21.0,1248 CC,73.0,113Nm@ 4500rpm,5.0
2017,409999,60000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2009,200000,30000,Petrol,Individual,Manual,First Owner,16.0,995 CC,63.0,90.3Nm@ 4200rpm,5.0
2018,900000,35000,Diesel,Individual,Manual,First Owner,21.0,1498 CC,108.0,250Nm@ 1500-2500rpm,5.0
2003,50000,50000,Petrol,Individual,Manual,Third Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2012,450000,100000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2012,650000,80000,Diesel,Individual,Manual,Third Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2014,300000,84000,Diesel,Individual,Manual,Second Owner,20.0,1498 CC,88.0,230Nm@ 1500-2500rpm,5.0
2014,425000,60000,Diesel,Individual,Manual,First Owner,25.0,1498 CC,89.0,204Nm@ 2000-2750rpm,5.0
1998,55000,50000,Petrol,Individual,Manual,Second Owner,17.0,993 CC,60.0,78Nm@ 4500rpm,5.0
2011,200000,60000,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,78.0,111.7Nm@ 4000rpm,5.0
2015,975000,100000,Diesel,Individual,Manual,First Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2013,450000,70000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2014,600000,82500,Diesel,Individual,Manual,Second Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2014,550000,76000,Diesel,Individual,Manual,First Owner,15.0,2523 CC,62.0,195Nm@ 1440-2200rpm,9.0
2011,180000,87000,Diesel,Individual,Manual,First Owner,18.0,1248 CC,75.0,190Nm@ 1750rpm,5.0
2010,300000,120000,Diesel,Individual,Manual,First Owner,14.0,2498 CC,112.0,260 Nm at 1800-2200 rpm,7.0
2016,350000,70000,Petrol,Individual,Manual,Second Owner,17.0,1193 CC,88.0,140Nm@ 1500-4000rpm,5.0
2014,465000,90000,Diesel,Individual,Manual,First Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2010,200000,188000,Diesel,Individual,Manual,Second Owner,21.0,1248 CC,88.0,200Nm@ 1750-3000rpm,5.0
2014,350000,120000,Diesel,Individual,Manual,Second Owner,18.0,1248 CC,73.0,172.5Nm@ 1750rpm,8.0
2015,650000,80000,Petrol,Individual,Manual,First Owner,17.0,1497 CC,117.0,145Nm@ 4600rpm,5.0
2010,150000,123278,Petrol,Individual,Manual,Second Owner,20.0,1197 CC,78.0,111.7Nm@ 4000rpm,5.0
2014,560000,100000,Diesel,Individual,Manual,Second Owner,26.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2015,625000,90000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.66nm@ 1500-2750rpm,5.0
2012,220000,110000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2013,250000,110000,Diesel,Individual,Manual,First Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2018,575000,70000,Diesel,Individual,Manual,First Owner,20.0,1248 CC,88.0,190Nm@ 1750-3000rpm,5.0
2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2015,3000000,70000,Diesel,Individual,Automatic,Second Owner,16.0,2179 CC,187.0,450Nm@ 2000rpm,5.0
2012,200000,90000,Diesel,Individual,Manual,Third Owner,11.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2016,262000,50000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2018,299000,33000,Petrol,Individual,Manual,First Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2015,250000,26500,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2011,140000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1086 CC,62.0,96.1Nm@ 3000rpm,5.0
2013,360000,70000,Diesel,Individual,Manual,Third Owner,23.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2015,210000,80000,Petrol,Individual,Manual,First Owner,20.0,1198 CC,67.0,104Nm@ 4000rpm,5.0
2017,600000,60000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2011,210000,100000,Diesel,Individual,Manual,First Owner,19.0,1199 CC,75.0,180 Nm at 2000rpm,5.0
2011,300000,80000,Diesel,Individual,Manual,Second Owner,20.0,1598 CC,103.0,250Nm@ 1500-2500rpm,5.0
2016,450000,35000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,82.0,114Nm@ 4000rpm,5.0
2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.0,3198 CC,197.0,470Nm@ 1750-2500rpm,7.0
2019,550000,10000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,113.75nm@ 4000rpm,5.0
2011,100000,80000,Diesel,Individual,Manual,First Owner,18.0,1248 CC,75.0,190 Nm at 1750 rpm,5.0
2012,185000,50000,Petrol,Individual,Manual,Second Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2006,80000,90000,Petrol,Individual,Manual,Second Owner,17.0,1061 CC,64.0,"8.6@ 3,500(kgm@ rpm)",5.0
2017,295000,80000,Petrol,Individual,Manual,First Owner,24.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2017,360000,25000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2014,210000,70000,Petrol,Individual,Manual,First Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2019,585000,80000,Petrol,Individual,Automatic,First Owner,17.0,1197 CC,81.0,114.73nm@ 4000rpm,5.0
2016,560000,50000,Diesel,Individual,Manual,First Owner,20.0,1498 CC,88.0,230Nm@ 1500-2500rpm,5.0
2015,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2017,330000,60000,Petrol,Individual,Manual,First Owner,20.0,1198 CC,67.0,104Nm@ 4000rpm,5.0
2019,990000,15000,Petrol,Individual,Manual,First Owner,17.0,1591 CC,121.0,151Nm@ 4850rpm,5.0
2012,300000,90000,Diesel,Individual,Manual,First Owner,23.0,1364 CC,67.0,170Nm@ 1800-2400rpm,5.0
2018,650000,28000,Petrol,Individual,Manual,First Owner,17.0,1198 CC,108.0,170Nm@ 1750-4000rpm,5.0
2019,695000,20000,Petrol,Individual,Automatic,First Owner,17.0,1197 CC,81.0,117nm@ 4000rpm,5.0
2014,300000,60000,Diesel,Individual,Manual,First Owner,24.0,1120 CC,70.0,160Nm@ 1500-2750rpm,5.0
2015,270000,22000,Petrol,Individual,Manual,First Owner,22.0,796 CC,47.0,69Nm@ 3500rpm,5.0
2010,185000,70000,Diesel,Individual,Manual,Second Owner,11.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2013,200000,80000,Diesel,Individual,Manual,First Owner,22.0,1248 CC,76.0,205Nm@ 1750rpm,5.0
2019,459999,35000,CNG,Individual,Manual,First Owner,26.0,998 CC,58.0,77Nm@ 3500rpm,5.0
2018,860000,60000,Diesel,Individual,Manual,First Owner,21.0,1497 CC,108.0,260Nm@ 1500-2750rpm,5.0
2018,400000,20000,Petrol,Individual,Manual,First Owner,23.0,1199 CC,84.0,114Nm@ 3500rpm,5.0
2013,240000,142000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2015,570000,72000,Diesel,Individual,Manual,First Owner,26.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2018,850000,90000,Diesel,Individual,Manual,First Owner,23.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2011,155000,80000,Diesel,Individual,Manual,Third Owner,20.0,1399 CC,68.0,160Nm@ 2000rpm,5.0
2011,270000,125000,Diesel,Individual,Manual,First Owner,23.0,1396 CC,90.0,22.4 kgm at 1750-2750rpm,5.0
2015,610000,33000,Petrol,Individual,Manual,First Owner,20.0,1373 CC,91.0,130Nm@ 4000rpm,5.0
2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2012,450000,120000,Diesel,Individual,Manual,Second Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,9.0
2018,500000,35000,Diesel,Individual,Manual,First Owner,25.0,1186 CC,73.0,190.25nm@ 1750-2250rpm,5.0
2018,700000,43000,Diesel,Individual,Manual,First Owner,27.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2007,135000,60000,Petrol,Individual,Manual,First Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2012,430000,148000,Diesel,Individual,Manual,Second Owner,12.0,2179 CC,120.0,290Nm@ 1800-2800rpm,9.0
2014,625000,70000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.8Nm@ 1900-2750rpm,5.0
2011,280000,96000,Petrol,Individual,Manual,First Owner,16.0,1498 CC,97.0,134Nm@ 4000rpm,5.0
2015,800000,70000,Diesel,Individual,Manual,First Owner,15.0,1997 CC,120.0,280Nm@ 1800-2800rpm,7.0
2012,220000,70000,Diesel,Individual,Manual,Second Owner,23.0,1248 CC,73.0,190Nm@ 2000rpm,5.0
2017,620000,18484,Petrol,Individual,Manual,First Owner,20.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2011,300000,70000,Diesel,Individual,Manual,First Owner,13.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2010,180000,25000,Petrol,Individual,Manual,Second Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2013,250000,120000,Diesel,Individual,Manual,Third Owner,22.0,1199 CC,73.0,180Nm@ 2000rpm,5.0
2017,480000,55000,Petrol,Individual,Manual,First Owner,20.0,1197 CC,83.0,115Nm@ 4000rpm,5.0
2019,885000,10000,Petrol,Individual,Manual,Second Owner,17.0,1497 CC,121.0,150Nm@ 4500rpm,5.0
2020,550000,60000,Diesel,Individual,Manual,First Owner,25.0,1198 CC,77.0,190Nm@ 1750-2250rpm,6.0
2018,800000,30000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2013,180000,65000,Petrol,Individual,Manual,First Owner,17.0,1086 CC,62.0,96.1Nm@ 3000rpm,5.0
2010,200000,27000,Petrol,Individual,Manual,First Owner,,,,,
2012,380000,50000,Diesel,Individual,Manual,Second Owner,21.0,1396 CC,88.0,219.6Nm@ 1750-2750rpm,5.0
2019,520000,2560,Petrol,Individual,Automatic,First Owner,24.0,1199 CC,83.0,114Nm@ 3500rpm,5.0
2004,90000,60000,Petrol,Individual,Manual,First Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2016,330000,80000,Petrol,Individual,Manual,Second Owner,20.0,998 CC,67.0,90Nm@ 3500rpm,5.0
1999,40000,50000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2015,370000,120000,Diesel,Individual,Manual,First Owner,18.0,1248 CC,73.0,172.5Nm@ 1750rpm,8.0
2009,290000,120000,Petrol,Individual,Manual,Second Owner,16.0,1497 CC,116.0,146Nm@ 4800rpm,5.0
2013,215000,47000,Petrol,Individual,Manual,Second Owner,21.0,814 CC,55.0,74.5Nm@ 4000rpm,5.0
2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.0,2179 CC,153.0,400Nm@ 1750-2500rpm,7.0
2012,610000,90000,Diesel,Individual,Manual,First Owner,12.0,2494 CC,102.0,20.4@ 1400-3400(kgm@ rpm),8.0
2013,380000,110000,Diesel,Individual,Manual,Second Owner,21.0,1396 CC,88.0,219.6Nm@ 1500-2750rpm,5.0
2017,1250000,95000,Diesel,Individual,Manual,First Owner,15.0,1997 CC,120.0,280Nm@ 1800-2800rpm,7.0
2012,400000,103655,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2018,700000,25000,Petrol,Individual,Automatic,Second Owner,17.0,1197 CC,81.0,114.73nm@ 4000rpm,5.0
2014,650000,80000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2014,95000,50000,Petrol,Individual,Manual,Second Owner,25.0,624 CC,37.0,51Nm@ 4000+/-500rpm,4.0
2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2010,150000,110000,Petrol,Individual,Manual,First Owner,0.0,1086 CC,62.0,96.1Nm@ 3000rpm,5.0
2008,120000,80000,Petrol,Individual,Manual,Third Owner,19.0,796 CC,46.0,62Nm@ 3000rpm,5.0
2003,130000,74770,CNG,Individual,Manual,Third Owner,,,,,
2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.0,1399 CC,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.0,1388 CC,67.0,160Nm@ 2000rpm,5.0
2015,550000,206000,Diesel,Dealer,Manual,First Owner,22.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2018,950000,27000,Diesel,Dealer,Manual,First Owner,22.0,1498 CC,98.0,205Nm@ 1750-3250rpm,5.0
2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.0,1498 CC,89.0,204Nm@ 2000-2750rpm,5.0
2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.0,1498 CC,99.0,215Nm@ 1750-3000rpm,5.0
2015,500000,18000,Petrol,Dealer,Manual,Second Owner,18.0,1194 CC,94.0,119Nm@ 4250rpm,5.0
2011,180000,218000,Diesel,Individual,Manual,First Owner,21.0,1461 CC,64.0,160Nm@ 2000rpm,5.0
2016,650000,10000,Diesel,Individual,Manual,First Owner,22.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2010,285000,80000,Diesel,Individual,Manual,First Owner,17.0,1248 CC,75.0,190Nm@ 2000rpm,5.0
2011,210000,215000,Diesel,Individual,Manual,First Owner,21.0,1461 CC,64.0,160Nm@ 2000rpm,5.0
2012,200000,137000,Diesel,Individual,Manual,First Owner,17.0,1399 CC,67.0,160Nm@ 2000rpm,5.0
2011,295000,65000,Diesel,Individual,Manual,Second Owner,20.0,1598 CC,103.0,250Nm@ 1500-2500rpm,5.0
2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.0,1497 CC,78.0,"12.7@ 2,700(kgm@ rpm)",5.0
2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2016,385000,20000,Petrol,Individual,Manual,First Owner,20.0,1198 CC,67.0,104Nm@ 4000rpm,7.0
2011,350000,93500,Diesel,Individual,Manual,Second Owner,18.0,1388 CC,67.0,160Nm@ 2000rpm,5.0
2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1496 CC,88.0,132Nm@ 3000rpm,5.0
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984 CC,150.0,350Nm@ 1500-2750rpm,5.0
2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.0,2487 CC,214.0,202Nm@ 3600-5200rpm,5.0
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999 CC,177.0,430Nm@ 1750-2500rpm,5.0
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.0,2179 CC,147.0,320Nm@ 1500-3000rpm,7.0
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969 CC,190.0,400Nm,5.0
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,2494 CC,157.0,213Nm@ 4500rpm,5.0
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.0,998 CC,67.0,90Nm@ 3500rpm,5.0
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.0,2494 CC,100.0,200Nm@ 1200-3600rpm,7.0
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.0,1496 CC,88.0,132Nm@ 3000rpm,5.0
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197 CC,81.0,113Nm@ 4200rpm,5.0
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186 CC,73.0,190.24nm@ 1750-2250rpm,5.0
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.0,1995 CC,190.0,400Nm@ 1750-2500rpm,5.0
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.0,1598 CC,103.0,153Nm@ 3800rpm,5.0
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.0,1984 CC,150.0,350Nm@ 1500-2750rpm,5.0
2019,558000,70000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.0,1086 CC,62.0,96.1Nm@ 3000rpm,5.0
2012,300000,80000,Diesel,Individual,Manual,Second Owner,21.0,1396 CC,88.0,219.6Nm@ 1750-2750rpm,5.0
2019,500000,5000,Petrol,Individual,Manual,First Owner,20.0,1086 CC,68.0,99Nm@ 4500rpm,5.0
2012,900000,100000,Diesel,Individual,Manual,First Owner,15.0,2179 CC,140.0,330Nm@ 1600-2800rpm,7.0
2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993 CC,235.0,"53@ 2,000-2,750(kgm@ rpm)",5.0
2008,890000,70000,Diesel,Individual,Automatic,Third Owner,,,,,
2014,640000,65000,Diesel,Individual,Manual,Second Owner,21.0,1498 CC,103.0,250Nm@ 1500-2500rpm,5.0
2015,900000,70000,Diesel,Individual,Manual,Third Owner,15.0,2179 CC,120.0,280Nm@ 1800-2800rpm,7.0
2013,450000,60000,Diesel,Individual,Manual,First Owner,18.0,1248 CC,73.0,172.5Nm@ 1750rpm,7.0
2018,825000,82000,Diesel,Individual,Manual,First Owner,28.0,1248 CC,88.0,200Nm@ 1750rpm,5.0
2013,500000,80000,Diesel,Individual,Manual,Second Owner,13.0,2179 CC,138.0,320Nm@ 1700-2700rpm,7.0
2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.0,1198 CC,82.0,115Nm@ 3500-3600rpm,6.0
2014,450000,133000,Diesel,Individual,Manual,First Owner,19.0,1461 CC,108.0,248Nm@ 2250rpm,5.0
2017,675000,25000,Petrol,Individual,Manual,Second Owner,17.0,1199 CC,88.0,110Nm@ 4800rpm,5.0
2017,415000,15000,Petrol,Individual,Manual,First Owner,17.0,1193 CC,88.0,140Nm@ 1500-4000rpm,5.0
2017,1100000,40000,Diesel,Individual,Manual,First Owner,21.0,1396 CC,88.0,219.7Nm@ 1500-2750rpm,5.0
2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198 CC,73.0,110Nm@ 3750rpm,5.0
2014,509999,70000,Diesel,Individual,Manual,Second Owner,15.0,2523 CC,62.0,195Nm@ 1400-2200rpm,7.0
2007,200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,10.0,2609 CC,120.0,290Nm@ 1800-2800rpm,9.0
2007,60000,100000,Petrol,Individual,Manual,Second Owner,16.0,796 CC,37.0,59Nm@ 2500rpm,4.0
2013,500000,80000,Diesel,Individual,Manual,Second Owner,22.0,1582 CC,126.0,259.9Nm@ 1900-2750rpm,5.0
2009,45000,100000,Diesel,Individual,Manual,Second Owner,17.0,1396 CC,53.0,"8.5@ 2,500(kgm@ rpm)",5.0
2017,270000,50000,Petrol,Individual,Manual,First Owner,25.0,799 CC,53.0,72Nm@ 4386rpm,5.0
2017,550000,40000,Petrol,Individual,Manual,First Owner,17.0,1197 CC,81.0,114.73Nm@ 4000rpm,5.0
2016,235000,60000,Petrol,Individual,Manual,First Owner,23.0,999 CC,67.0,91Nm@ 4250rpm,5.0
2018,600000,40000,Petrol,Individual,Manual,First Owner,18.0,1197 CC,81.0,114.7Nm@ 4000rpm,5.0
2015,525000,60000,Diesel,Individual,Manual,First Owner,27.0,1498 CC,98.0,200Nm@ 1750rpm,5.0
2012,325000,90000,Diesel,Individual,Manual,First Owner,22.0,1248 CC,74.0,190Nm@ 2000rpm,5.0
